name,colorIdentity,colors,manaCost,manaValue,type,keywords,power,toughness
Livonya Silone,"G, R","G, R",{2}{R}{R}{G}{G},6.0,Legendary Creature — Human Warrior,"First strike, Landwalk, Legendary landwalk",4,4
Sunastian Falconer,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Human Shaman,,4,4
The Lady of the Mountain,"G, R","G, R",{4}{R}{G},6.0,Legendary Creature — Giant,,5,5
Tuknir Deathlock,"G, R","G, R",{R}{R}{G}{G},4.0,Legendary Creature — Human Wizard,Flying,2,2
Goblin Clearcutter,"G, R",R,{3}{R},4.0,Creature — Goblin,,3,3
Doors of Durin,"G, R","G, R",{3}{R}{G},5.0,Legendary Artifact,Scry,,
Friendly Rivalry,"G, R","G, R",{R}{G},2.0,Instant,,,
"Gimli, Mournful Avenger","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Dwarf Warrior,Fight,3,2
"Strider, Ranger of the North","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Ranger,Landfall,4,4
Kird Chieftain,"G, R",R,{3}{R},4.0,Creature — Ape,,3,3
Draconic Disciple,"G, R","G, R",{1}{R}{G},3.0,Creature — Human Shaman,,2,2
Creeping Trailblazer,"G, R","G, R",{R}{G},2.0,Creature — Elemental,,2,2
Leafkin Avenger,"G, R","G, R",{2}{R}{G},4.0,Creature — Elemental Druid,,4,3
"Radha, Heart of Keld","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Elf Warrior,,3,3
Bloodbraid Challenger,"G, R","G, R",{3}{R}{G},5.0,Creature — Elf Berserker,"Cascade, Escape, Haste",4,3
"Samut, Vizier of Naktamun","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Warrior Cleric,"First strike, Haste, Vigilance",2,3
"Domri, Chaos Bringer","G, R","G, R",{2}{R}{G},4.0,Legendary Planeswalker — Domri,,,
Road // Ruin,"G, R",G,{2}{G},6.0,Instant,,,
"Rosheen, Roaring Prophet","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Giant Shaman,Mill,4,4
Titans' Vanguard,"G, R",,{3}{R}{G},5.0,Creature — Eldrazi,"Devoid, Trample",5,5
Writhing Chrysalis,"G, R",,{2}{R}{G},4.0,Creature — Eldrazi Drone,"Devoid, Reach",2,3
Stump Stomp // Burnwillow Clearing,"G, R","G, R",{1}{R/G},2.0,Sorcery,,,
Jungle Patrol,"G, R",G,{3}{G},4.0,Creature — Human Soldier,,3,2
Jungle Troll,"G, R","G, R",{1}{R}{G},3.0,Creature — Troll,,2,1
Rock Basilisk,"G, R","G, R",{4}{R}{G},6.0,Creature — Basilisk,,4,5
Sawback Manticore,"G, R","G, R",{3}{R}{G},5.0,Creature — Manticore,,2,4
Windreaper Falcon,"G, R","G, R",{1}{R}{G},3.0,Creature — Bird,"Flying, Protection",1,1
"Anzrag, the Quake-Mole","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Mole God,,8,4
Break Out,"G, R","G, R",{R}{G},2.0,Sorcery,,,
Riftburst Hellion,"G, R","G, R",{5}{R}{G},7.0,Creature — Hellion,"Disguise, Reach",6,7
Tin Street Gossip,"G, R","G, R",{2}{R}{G},4.0,Creature — Lizard Advisor,Vigilance,4,4
Worldsoul's Rage,"G, R","G, R",{X}{R}{G},2.0,Sorcery,,,
"Yarus, Roar of the Old Gods","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Centaur Druid,,4,4
Commercial District,"G, R",,,0.0,Land — Mountain Forest,Surveil,,
Giantbaiting,"G, R","G, R",{2}{R/G},3.0,Sorcery,Conspire,,
Tattermunge Witch,"G, R","G, R",{1}{R/G},2.0,Creature — Goblin Shaman,,2,1
"Etali, Primal Conqueror // Etali, Primal Sickness","G, R",R,{5}{R}{R},7.0,Legendary Creature — Elder Dinosaur,"Trample, Transform",7,7
Bonded Herdbeast // Plated Kilnbeast,"G, R",G,{4}{G},5.0,Creature — Beast,Transform,4,5
Invasion of Ergamon // Truga Cliffcharger,"G, R","G, R",{R}{G},2.0,Battle — Siege,"Transform, Treasure",,
Kogla and Yidaro,"G, R","G, R",{2}{R}{R}{G}{G},6.0,Legendary Creature — Ape Dinosaur Turtle,Fight,7,7
Rampaging Geoderm,"G, R","G, R",{2}{R}{G},4.0,Creature — Dinosaur Beast,"Haste, Trample",3,3
"Jolene, the Plunder Queen","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Warrior,Treasure,2,2
"Chishiro, the Shattered Blade","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Snake Samurai,,4,4
"Kaima, the Fractured Calm","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Spirit,Goad,3,3
Invigorating Hot Spring,"G, R","G, R",{1}{R}{G},3.0,Enchantment,,,
Lithatog,"G, R","G, R",{1}{R}{G},3.0,Creature — Atog,,1,2
Mossfire Egg,"G, R",,{1},1.0,Artifact,,,
"Mina and Denn, Wildborn","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Elf Ally,,4,4
Cinderslash Ravager,"G, R","G, R",{4}{R}{G},6.0,Creature — Phyrexian Warrior,Vigilance,5,5
"Lukka, Bound to Ruin","G, R","G, R",{2}{R}{R/G/P}{G},5.0,Legendary Planeswalker — Lukka,Compleated,,
"Migloz, Maze Crusher","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Phyrexian Beast,,4,4
Wreck and Rebuild,"G, R","G, R",{1}{R}{G},3.0,Sorcery,"Flashback, Mill",,
Cactusfolk Sureshot,"G, R","G, R",{2}{R}{G},4.0,Creature — Plant Mercenary,"Reach, Ward",4,4
"Jolene, Plundering Pugilist","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Mercenary,Treasure,4,2
"Roxanne, Starfall Savant","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Cat Druid,,4,3
Bristling Backwoods,"G, R",,,0.0,Land — Desert,,,
Savage Smash,"G, R","G, R",{1}{R}{G},3.0,Sorcery,Fight,,
Thromok the Insatiable,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Hellion,Devour,0,0
Boggart Ram-Gang,"G, R","G, R",{R/G}{R/G}{R/G},3.0,Creature — Goblin Warrior,"Haste, Wither",3,3
"Cait, Cage Brawler","G, R","G, R",{R}{G},2.0,Legendary Creature — Human Warrior,,1,1
Horned Kavu,"G, R","G, R",{R}{G},2.0,Creature — Kavu,,3,4
Natural Emergence,"G, R","G, R",{2}{R}{G},4.0,Enchantment,,,
Shivan Wurm,"G, R","G, R",{3}{R}{G},5.0,Creature — Wurm,Trample,7,7
Sparkcaster,"G, R","G, R",{2}{R}{G},4.0,Creature — Kavu,,5,3
"Elmar, Ulvenwald Informant","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human,"Friends forever, Haste, Investigate",3,2
"Klothys, God of Destiny","G, R","G, R",{1}{R}{G},3.0,Legendary Enchantment Creature — God,Indestructible,4,5
"Arlinn Kord // Arlinn, Embraced by the Moon","G, R","G, R",{2}{R}{G},4.0,Legendary Planeswalker — Arlinn,Transform,,
Cragcrown Pathway // Timbercrown Pathway,"G, R",,,0.0,Land,,,
"Samut, Tyrant Smasher","G, R","G, R",{2}{R/G}{R/G},4.0,Legendary Planeswalker — Samut,Scry,,
Gallia of the Endless Dance,"G, R","G, R",{R}{G},2.0,Legendary Creature — Satyr,Haste,2,2
Brushfire Elemental,"G, R","G, R",{R}{G},2.0,Creature — Elemental,"Haste, Landfall",1,1
"Phylath, World Sculptor","G, R","G, R",{4}{R}{G},6.0,Legendary Creature — Elemental,Landfall,5,5
Black Market Tycoon,"G, R","G, R",{R}{G},2.0,Creature — Cat Rogue,Treasure,2,2
Cindervines,"G, R","G, R",{R}{G},2.0,Enchantment,,,
Gruul Spellbreaker,"G, R","G, R",{1}{R}{G},3.0,Creature — Ogre Warrior,"Riot, Trample",3,3
Nikya of the Old Ways,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Centaur Druid,,5,5
Ravager Wurm,"G, R","G, R",{3}{R}{G}{G},6.0,Creature — Wurm,"Fight, Riot",4,5
"Stonebrow, Krosan Hero","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Centaur Warrior,Trample,4,4
Living Twister,"G, R","G, R",{R}{R}{G},3.0,Creature — Elemental,,2,5
Agatha of the Vile Cauldron,"G, R","G, R",{R}{G},2.0,Legendary Creature — Human Warlock,,1,1
Questing Druid // Seek the Beast,"G, R",G,{1}{G},2.0,Creature — Human Druid,,1,1
"Owen Grady, Raptor Trainer","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Soldier Scientist,"Partner, Partner with",3,2
Ravenous Tyrannosaurus,"G, R","G, R",{4}{R}{G},6.0,Creature — Dinosaur,Devour,6,6
Bolrac-Clan Crusher,"G, R","G, R",{3}{R}{G},5.0,Creature — Ogre Warrior,,4,4
Clan Guildmage,"G, R","G, R",{R}{G},2.0,Creature — Human Shaman,,2,2
Frenzied Arynx,"G, R","G, R",{2}{R}{G},4.0,Creature — Cat Beast,"Riot, Trample",3,3
Rubblebelt Runner,"G, R","G, R",{1}{R}{G},3.0,Creature — Lizard Warrior,,3,3
Sunder Shaman,"G, R","G, R",{R}{R}{G}{G},4.0,Creature — Giant Shaman,,5,5
Zhur-Taa Goblin,"G, R","G, R",{R}{G},2.0,Creature — Goblin Berserker,Riot,2,2
Rubble Slinger,"G, R","G, R",{2}{R/G},3.0,Creature — Human Warrior,Reach,2,3
Collision // Colossus,"G, R","R, G",{1}{R/G},4.0,Instant,,,
Thrash // Threat,"G, R","R, G",{R/G}{R/G},6.0,Instant,,,
Gruul Locket,"G, R",,{3},3.0,Artifact,,,
"Domri, City Smasher","G, R","G, R",{4}{R}{G},6.0,Legendary Planeswalker — Domri,,,
Charging War Boar,"G, R","G, R",{1}{R}{G},3.0,Creature — Boar,Haste,3,1
Domri's Nodorog,"G, R","G, R",{3}{R}{G},5.0,Creature — Beast,Trample,5,2
Foxfire Oak,"G, R",G,{5}{G},6.0,Creature — Treefolk Shaman,,3,6
Fossil Find,"G, R","G, R",{R/G},1.0,Sorcery,,,
Impromptu Raid,"G, R","G, R",{3}{R/G},4.0,Enchantment,,,
Loamdragger Giant,"G, R","G, R",{4}{R/G}{R/G}{R/G},7.0,Creature — Giant Warrior,,7,6
Morselhoarder,"G, R","G, R",{4}{R/G}{R/G},6.0,Creature — Elemental,,6,4
Mudbrawler Raiders,"G, R","G, R",{2}{R/G}{R/G},4.0,Creature — Goblin Warrior,,3,3
Runes of the Deus,"G, R","G, R",{4}{R/G},5.0,Enchantment — Aura,Enchant,,
Scuzzback Marauders,"G, R","G, R",{4}{R/G},5.0,Creature — Goblin Warrior,"Persist, Trample",5,2
Scuzzback Scrapper,"G, R","G, R",{R/G},1.0,Creature — Goblin Warrior,Wither,1,1
Tattermunge Duo,"G, R","G, R",{2}{R/G},3.0,Creature — Goblin Warrior Shaman,,2,3
Tattermunge Maniac,"G, R","G, R",{R/G},1.0,Creature — Goblin Warrior,,2,1
Valleymaker,"G, R","G, R",{5}{R/G},6.0,Creature — Giant Shaman,,5,5
Ulrich's Kindred,"G, R",R,{2}{R},3.0,Creature — Wolf,Trample,3,2
"Hansk, Slayer Zealot","G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Human Archer,,4,4
The Howling Abomination,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Human Beast Warrior,Haste,5,5
"Wolverine, Best There Is","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Mutant Berserker Hero,Unrivaled Lethality,2,2
Jetmir's Fixer,"G, R","G, R",{R}{G},2.0,Creature — Cat Warrior,,2,2
Security Rhox,"G, R","G, R",{2}{R}{G},4.0,Creature — Rhino Warrior,,5,4
A-Security Rhox,"G, R","G, R",{2}{R}{G},4.0,Creature — Rhino Warrior,,5,5
Stimulus Package,"G, R","G, R",{2}{R}{G},4.0,Enchantment,Treasure,,
A-Stimulus Package,"G, R","G, R",{2}{R}{G},4.0,Enchantment,"Scry, Treasure",,
Racers' Ring,"G, R",,,0.0,Land,,,
Warden of the Chained,"G, R","G, R",{1}{R}{G},3.0,Creature — Minotaur Warrior,Trample,4,4
Polis Crusher,"G, R","G, R",{2}{R}{G},4.0,Creature — Cyclops,"Monstrosity, Protection, Trample",4,4
Cramped Bunker,"G, R","G, R",{4}{R}{G},6.0,Enchantment,,,
Ol' Buzzbark,"G, R","G, R",{X}{R}{G},2.0,Legendary Creature — Goblin Warrior,,3,3
"Meet and Greet ""Sisay""","G, R","G, R",{R}{G},2.0,Legendary Creature — Elf Performer,"Flavor, History, Treasure",1,1
The Space Family Goblinson,"G, R","G, R",{2}{R}{G},4.0,Legendary Creature — Goblin Guest,,1,1
"""Ach! Hans, Run!""","G, R","G, R",{2}{R}{R}{G}{G},6.0,Enchantment,,,
Viashivan Dragon,"G, R","G, R",{2}{R}{R}{G}{G},6.0,Creature — Dragon,Flying,4,4
Domri's Ambush,"G, R","G, R",{R}{G},2.0,Sorcery,,,
Rubblebelt Rioters,"G, R","G, R",{1}{R}{G},3.0,Creature — Human Berserker,Haste,0,4
Bigger on the Inside,"G, R","G, R",{3}{R}{G},5.0,Enchantment — Aura,Enchant,,
The Fugitive Doctor,"G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Time Lord Doctor,Investigate,4,4
Last Night Together,"G, R","G, R",{3}{R}{G},5.0,Sorcery,,,
"Strax, Sontaran Nurse","G, R","G, R",{3}{R}{G},5.0,Legendary Creature — Alien Cleric,"Fight, Glory of Battle, Grenades!, Trample, Vigilance",5,5
Picnic Ruiner // Stolen Goodies,"G, R",R,{1}{R},2.0,Creature — Goblin Rogue,,2,2
Resourceful Collector,"G, R","G, R",{1}{R}{G},3.0,Creature — Raccoon Druid,Haste,3,3
"Jarsyl, Dark Age Scion","G, R","G, R",{1}{R}{G},3.0,Legendary Creature — Human Wizard,Intensity,3,3
Perilous Iteration,"G, R","G, R",{R}{G},2.0,Sorcery,Seek,,
Stalwart Speartail,"G, R","G, R",{1}{R}{G},3.0,Creature — Dinosaur,Enrage,4,4
Cabaretti Revels,"G, R","G, R",{1}{R}{G},3.0,Enchantment,Seek,,
Racketeer Boss,"G, R","G, R",{R}{G},2.0,Creature — Cat Warrior,Treasure,3,2
Steady Tortoise // Harried Dash,"G, R",G,{4}{G},5.0,Creature — Turtle,Ward,3,3
"A-Phylath, World Sculptor","G, R","G, R",{4}{R}{G},6.0,Legendary Creature — Elemental,"Landfall, Trample",5,5
